collection_name,dataset_name,train_path,test_path,dataset_type,train_type,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,period_size
NASA-SMAP,A-7,univariate/NASA-SMAP/A-7.train.csv,univariate/NASA-SMAP/A-7.test.csv,real,semi-supervised,univariate,8631.0,1.0,0.2781832927818329,1.0,2401.0,2401.0,2401.0,
NASA-SMAP,A-8,univariate/NASA-SMAP/A-8.train.csv,univariate/NASA-SMAP/A-8.test.csv,real,semi-supervised,univariate,8375.0,1.0,0.4544477611940298,1.0,3806.0,3806.0,3806.0,
NASA-SMAP,A-9,univariate/NASA-SMAP/A-9.train.csv,univariate/NASA-SMAP/A-9.test.csv,real,semi-supervised,univariate,8434.0,1.0,0.4582641688404079,1.0,3865.0,3865.0,3865.0,
NASA-SMAP,B-1,univariate/NASA-SMAP/B-1.train.csv,univariate/NASA-SMAP/B-1.test.csv,real,semi-supervised,univariate,8044.0,1.0,0.0088264545002486,1.0,71.0,71.0,71.0,
NASA-SMAP,D-1,univariate/NASA-SMAP/D-1.train.csv,univariate/NASA-SMAP/D-1.test.csv,real,semi-supervised,univariate,8509.0,1.0,0.3830062286990245,1.0,3259.0,3259.0,3259.0,6.0
NASA-SMAP,D-11,univariate/NASA-SMAP/D-11.train.csv,univariate/NASA-SMAP/D-11.test.csv,real,semi-supervised,univariate,7431.0,1.0,0.00820885479747,1.0,61.0,61.0,61.0,
NASA-SMAP,D-12,univariate/NASA-SMAP/D-12.train.csv,univariate/NASA-SMAP/D-12.test.csv,real,semi-supervised,univariate,7918.0,1.0,0.3460469815610003,1.0,2740.0,2740.0,2740.0,11.0
NASA-SMAP,D-13,univariate/NASA-SMAP/D-13.train.csv,univariate/NASA-SMAP/D-13.test.csv,real,semi-supervised,univariate,7663.0,1.0,0.0210100482839618,1.0,161.0,161.0,161.0,3.0
NASA-SMAP,D-2,univariate/NASA-SMAP/D-2.train.csv,univariate/NASA-SMAP/D-2.test.csv,real,semi-supervised,univariate,8595.0,1.0,0.4907504363001745,1.0,4218.0,4218.0,4218.0,
NASA-SMAP,D-3,univariate/NASA-SMAP/D-3.train.csv,univariate/NASA-SMAP/D-3.test.csv,real,semi-supervised,univariate,8640.0,1.0,0.3791666666666666,1.0,3276.0,3276.0,3276.0,
NASA-SMAP,D-4,univariate/NASA-SMAP/D-4.train.csv,univariate/NASA-SMAP/D-4.test.csv,real,semi-supervised,univariate,8473.0,1.0,0.383335300365868,1.0,3248.0,3248.0,3248.0,
NASA-SMAP,D-5,univariate/NASA-SMAP/D-5.train.csv,univariate/NASA-SMAP/D-5.test.csv,real,semi-supervised,univariate,7628.0,1.0,0.0066858940744625,1.0,51.0,51.0,51.0,
NASA-SMAP,D-6,univariate/NASA-SMAP/D-6.train.csv,univariate/NASA-SMAP/D-6.test.csv,real,semi-supervised,univariate,7884.0,1.0,0.0102739726027397,1.0,81.0,81.0,81.0,
NASA-SMAP,D-7,univariate/NASA-SMAP/D-7.train.csv,univariate/NASA-SMAP/D-7.test.csv,real,semi-supervised,univariate,7642.0,1.0,0.3535723632556922,1.0,2702.0,2702.0,2702.0,
NASA-SMAP,D-8,univariate/NASA-SMAP/D-8.train.csv,univariate/NASA-SMAP/D-8.test.csv,real,semi-supervised,univariate,7874.0,1.0,0.0064770129540259,1.0,51.0,51.0,51.0,
NASA-SMAP,D-9,univariate/NASA-SMAP/D-9.train.csv,univariate/NASA-SMAP/D-9.test.csv,real,semi-supervised,univariate,7406.0,1.0,0.1560896570348366,1.0,1156.0,1156.0,1156.0,13.0
NASA-SMAP,E-1,univariate/NASA-SMAP/E-1.train.csv,univariate/NASA-SMAP/E-1.test.csv,real,semi-supervised,univariate,8516.0,1.0,0.059652418976045,2.0,31.0,254.0,477.0,50.0
NASA-SMAP,E-10,univariate/NASA-SMAP/E-10.train.csv,univariate/NASA-SMAP/E-10.test.csv,real,semi-supervised,univariate,8505.0,1.0,0.0378600823045267,2.0,51.0,161.0,271.0,48.0
NASA-SMAP,E-11,univariate/NASA-SMAP/E-11.train.csv,univariate/NASA-SMAP/E-11.test.csv,real,semi-supervised,univariate,8514.0,1.0,0.0346488137185811,2.0,51.0,147.0,244.0,48.0
NASA-SMAP,E-12,univariate/NASA-SMAP/E-12.train.csv,univariate/NASA-SMAP/E-12.test.csv,real,semi-supervised,univariate,8512.0,1.0,0.0684915413533834,2.0,51.0,291.0,532.0,50.0
NASA-SMAP,E-13,univariate/NASA-SMAP/E-13.train.csv,univariate/NASA-SMAP/E-13.test.csv,real,semi-supervised,univariate,8640.0,1.0,0.0305555555555555,3.0,41.0,102.0,121.0,
NASA-SMAP,E-2,univariate/NASA-SMAP/E-2.train.csv,univariate/NASA-SMAP/E-2.test.csv,real,semi-supervised,univariate,8532.0,1.0,0.1638537271448663,1.0,1398.0,1398.0,1398.0,48.0
NASA-SMAP,E-3,univariate/NASA-SMAP/E-3.train.csv,univariate/NASA-SMAP/E-3.test.csv,real,semi-supervised,univariate,8307.0,1.0,0.3867822318526543,1.0,3213.0,3213.0,3213.0,
NASA-SMAP,E-4,univariate/NASA-SMAP/E-4.train.csv,univariate/NASA-SMAP/E-4.test.csv,real,semi-supervised,univariate,8354.0,1.0,0.3366052190567393,1.0,2812.0,2812.0,2812.0,
NASA-SMAP,E-5,univariate/NASA-SMAP/E-5.train.csv,univariate/NASA-SMAP/E-5.test.csv,real,semi-supervised,univariate,8294.0,1.0,0.0387026766337111,1.0,321.0,321.0,321.0,
NASA-SMAP,E-6,univariate/NASA-SMAP/E-6.train.csv,univariate/NASA-SMAP/E-6.test.csv,real,semi-supervised,univariate,8300.0,1.0,0.0079518072289156,1.0,66.0,66.0,66.0,
NASA-SMAP,E-7,univariate/NASA-SMAP/E-7.train.csv,univariate/NASA-SMAP/E-7.test.csv,real,semi-supervised,univariate,8310.0,1.0,0.0338146811070998,1.0,281.0,281.0,281.0,
NASA-SMAP,E-8,univariate/NASA-SMAP/E-8.train.csv,univariate/NASA-SMAP/E-8.test.csv,real,semi-supervised,univariate,8532.0,1.0,0.0730192217533989,1.0,623.0,623.0,623.0,55.0
NASA-SMAP,E-9,univariate/NASA-SMAP/E-9.train.csv,univariate/NASA-SMAP/E-9.test.csv,real,semi-supervised,univariate,8302.0,1.0,0.042278968923151,1.0,351.0,351.0,351.0,
NASA-SMAP,F-1,univariate/NASA-SMAP/F-1.train.csv,univariate/NASA-SMAP/F-1.test.csv,real,semi-supervised,univariate,8584.0,1.0,0.0117660764212488,1.0,101.0,101.0,101.0,
NASA-SMAP,F-2,univariate/NASA-SMAP/F-2.train.csv,univariate/NASA-SMAP/F-2.test.csv,real,semi-supervised,univariate,8626.0,1.0,0.3428008346858335,1.0,2957.0,2957.0,2957.0,
NASA-SMAP,F-3,univariate/NASA-SMAP/F-3.train.csv,univariate/NASA-SMAP/F-3.test.csv,real,semi-supervised,univariate,8376.0,1.0,0.0048949379178605,1.0,41.0,41.0,41.0,
NASA-SMAP,G-1,univariate/NASA-SMAP/G-1.train.csv,univariate/NASA-SMAP/G-1.test.csv,real,semi-supervised,univariate,8469.0,1.0,0.0142874011099303,1.0,121.0,121.0,121.0,
NASA-SMAP,G-2,univariate/NASA-SMAP/G-2.train.csv,univariate/NASA-SMAP/G-2.test.csv,real,semi-supervised,univariate,7361.0,1.0,0.0055698953946474,1.0,41.0,41.0,41.0,
NASA-SMAP,G-3,univariate/NASA-SMAP/G-3.train.csv,univariate/NASA-SMAP/G-3.test.csv,real,semi-supervised,univariate,7907.0,1.0,0.0064499810294675,1.0,51.0,51.0,51.0,
NASA-SMAP,G-4,univariate/NASA-SMAP/G-4.train.csv,univariate/NASA-SMAP/G-4.test.csv,real,semi-supervised,univariate,7632.0,1.0,0.0040618448637316,1.0,31.0,31.0,31.0,
NASA-SMAP,G-6,univariate/NASA-SMAP/G-6.train.csv,univariate/NASA-SMAP/G-6.test.csv,real,semi-supervised,univariate,8640.0,1.0,0.0116898148148148,1.0,101.0,101.0,101.0,
NASA-SMAP,G-7,univariate/NASA-SMAP/G-7.train.csv,univariate/NASA-SMAP/G-7.test.csv,real,semi-supervised,univariate,8029.0,1.0,0.0333790011209366,3.0,51.0,101.0,116.0,
NASA-SMAP,P-1,univariate/NASA-SMAP/P-1.train.csv,univariate/NASA-SMAP/P-1.test.csv,real,semi-supervised,univariate,8505.0,1.0,0.0883009994121105,3.0,201.0,241.0,309.0,
NASA-SMAP,P-2,univariate/NASA-SMAP/P-2.train.csv,univariate/NASA-SMAP/P-2.test.csv,real,semi-supervised,univariate,8209.0,1.0,0.1365574369594347,1.0,1121.0,1121.0,1121.0,18.0
NASA-SMAP,P-3,univariate/NASA-SMAP/P-3.train.csv,univariate/NASA-SMAP/P-3.test.csv,real,semi-supervised,univariate,8493.0,1.0,0.1573060167196514,1.0,1336.0,1336.0,1336.0,
NASA-SMAP,P-4,univariate/NASA-SMAP/P-4.train.csv,univariate/NASA-SMAP/P-4.test.csv,real,semi-supervised,univariate,7783.0,1.0,0.0569189258640627,3.0,111.0,131.0,201.0,
NASA-SMAP,P-7,univariate/NASA-SMAP/P-7.train.csv,univariate/NASA-SMAP/P-7.test.csv,real,semi-supervised,univariate,8071.0,1.0,0.2045595341345558,1.0,1651.0,1651.0,1651.0,
NASA-SMAP,R-1,univariate/NASA-SMAP/R-1.train.csv,univariate/NASA-SMAP/R-1.test.csv,real,semi-supervised,univariate,7244.0,1.0,0.0111816675869685,1.0,81.0,81.0,81.0,
NASA-SMAP,S-1,univariate/NASA-SMAP/S-1.train.csv,univariate/NASA-SMAP/S-1.test.csv,real,semi-supervised,univariate,7331.0,1.0,0.0611103532942299,1.0,448.0,448.0,448.0,
NASA-SMAP,T-1,univariate/NASA-SMAP/T-1.train.csv,univariate/NASA-SMAP/T-1.test.csv,real,semi-supervised,univariate,8612.0,1.0,0.1783557826288899,2.0,36.0,768.0,1500.0,77.0
NASA-SMAP,T-2,univariate/NASA-SMAP/T-2.train.csv,univariate/NASA-SMAP/T-2.test.csv,real,semi-supervised,univariate,8625.0,1.0,0.2069565217391304,1.0,1785.0,1785.0,1785.0,77.0
NASA-SMAP,T-3,univariate/NASA-SMAP/T-3.train.csv,univariate/NASA-SMAP/T-3.test.csv,real,semi-supervised,univariate,8579.0,1.0,0.0214477211796246,2.0,83.0,92.0,101.0,
NormA,Discords_annsgun,,univariate/NormA/Discords_annsgun.test.csv,real,unsupervised,univariate,2000.0,1.0,0.075,1.0,150.0,150.0,150.0,111.0
NormA,Discords_dutch_power_demand,,univariate/NormA/Discords_dutch_power_demand.test.csv,real,unsupervised,univariate,35040.0,1.0,0.091324200913242,4.0,800.0,800.0,800.0,111.0
NormA,Discords_marotta_valve_tek_14,,univariate/NormA/Discords_marotta_valve_tek_14.test.csv,real,unsupervised,univariate,5000.0,1.0,0.0512,2.0,128.0,128.0,128.0,
NormA,Discords_marotta_valve_tek_16,,univariate/NormA/Discords_marotta_valve_tek_16.test.csv,real,unsupervised,univariate,5000.0,1.0,0.0256,1.0,128.0,128.0,128.0,
NormA,Discords_marotta_valve_tek_17,,univariate/NormA/Discords_marotta_valve_tek_17.test.csv,real,unsupervised,univariate,5000.0,1.0,0.0256,1.0,128.0,128.0,128.0,
NormA,Discords_patient_respiration1,,univariate/NormA/Discords_patient_respiration1.test.csv,real,unsupervised,univariate,6500.0,1.0,0.0307692307692307,2.0,100.0,100.0,100.0,22.0
NormA,Discords_patient_respiration2,,univariate/NormA/Discords_patient_respiration2.test.csv,real,unsupervised,univariate,4000.0,1.0,0.075,2.0,150.0,150.0,150.0,40.0
NormA,SinusRW_Length_104000_AnomalyL_200_AnomalyN_20_NoisePerc_0,,univariate/NormA/SinusRW_Length_104000_AnomalyL_200_AnomalyN_20_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,104000.0,1.0,0.0384615384615384,20.0,200.0,200.0,200.0,250.0
NormA,SinusRW_Length_106000_AnomalyL_100_AnomalyN_60_NoisePerc_0,,univariate/NormA/SinusRW_Length_106000_AnomalyL_100_AnomalyN_60_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,106000.0,1.0,0.0566037735849056,60.0,100.0,100.0,100.0,250.0
NormA,SinusRW_Length_108000_AnomalyL_200_AnomalyN_40_NoisePerc_0,,univariate/NormA/SinusRW_Length_108000_AnomalyL_200_AnomalyN_40_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,108000.0,1.0,0.074074074074074,40.0,200.0,200.0,200.0,250.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_0,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,250.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_10,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_10.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,333.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_15,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_15.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,250.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_20,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_20.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,200.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_25,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_25.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,333.0
NormA,SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_5,,univariate/NormA/SinusRW_Length_112000_AnomalyL_200_AnomalyN_60_NoisePerc_5.test.csv,synthetic,unsupervised,univariate,112000.0,1.0,0.1071428571428571,60.0,200.0,200.0,200.0,333.0
NormA,SinusRW_Length_116000_AnomalyL_200_AnomalyN_80_NoisePerc_0,,univariate/NormA/SinusRW_Length_116000_AnomalyL_200_AnomalyN_80_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,116000.0,1.0,0.1379310344827586,80.0,200.0,200.0,200.0,250.0
NormA,SinusRW_Length_120000_AnomalyL_200_AnomalyN_100_NoisePerc_0,,univariate/NormA/SinusRW_Length_120000_AnomalyL_200_AnomalyN_100_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,120000.0,1.0,0.1666666666666666,100.0,200.0,200.0,200.0,333.0
NormA,SinusRW_Length_124000_AnomalyL_400_AnomalyN_60_NoisePerc_0,,univariate/NormA/SinusRW_Length_124000_AnomalyL_400_AnomalyN_60_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,124000.0,1.0,0.1935483870967742,60.0,400.0,400.0,400.0,166.0
NormA,SinusRW_Length_148000_AnomalyL_800_AnomalyN_60_NoisePerc_0,,univariate/NormA/SinusRW_Length_148000_AnomalyL_800_AnomalyN_60_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,148000.0,1.0,0.3243243243243243,60.0,800.0,800.0,800.0,34.0
NormA,SinusRW_Length_196000_AnomalyL_1600_AnomalyN_60_NoisePerc_0,,univariate/NormA/SinusRW_Length_196000_AnomalyL_1600_AnomalyN_60_NoisePerc_0.test.csv,synthetic,unsupervised,univariate,196000.0,1.0,0.4897959183673469,60.0,1600.0,1600.0,1600.0,36.0
OPPORTUNITY,S1-ADL1,,multivariate/OPPORTUNITY/S1-ADL1.test.csv,real,unsupervised,multivariate,51116.0,133.0,0.0220674544174035,2.0,441.0,564.0,687.0,17.0
OPPORTUNITY,S1-ADL2,,multivariate/OPPORTUNITY/S1-ADL2.test.csv,real,unsupervised,multivariate,32224.0,133.0,0.0432907149950347,2.0,635.0,697.0,760.0,18.0
OPPORTUNITY,S1-ADL3,,multivariate/OPPORTUNITY/S1-ADL3.test.csv,real,unsupervised,multivariate,33273.0,133.0,0.0388903916088119,2.0,646.0,647.0,648.0,18.0
OPPORTUNITY,S1-ADL4,,multivariate/OPPORTUNITY/S1-ADL4.test.csv,real,unsupervised,multivariate,32955.0,133.0,0.0303444090426338,2.0,302.0,500.0,698.0,18.0
OPPORTUNITY,S1-ADL5,,multivariate/OPPORTUNITY/S1-ADL5.test.csv,real,unsupervised,multivariate,30127.0,133.0,0.040428851196601,2.0,585.0,609.0,633.0,18.0
OPPORTUNITY,S1-Drill,,multivariate/OPPORTUNITY/S1-Drill.test.csv,real,unsupervised,multivariate,54966.0,133.0,0.0,0.0,0.0,0.0,0.0,18.0
OPPORTUNITY,S2-ADL1,,multivariate/OPPORTUNITY/S2-ADL1.test.csv,real,unsupervised,multivariate,42797.0,133.0,0.0299320045797602,2.0,389.0,640.0,892.0,18.0
OPPORTUNITY,S2-ADL2,,multivariate/OPPORTUNITY/S2-ADL2.test.csv,real,unsupervised,multivariate,30182.0,133.0,0.0272347756941223,2.0,353.0,411.0,469.0,18.0
OPPORTUNITY,S2-ADL3,,multivariate/OPPORTUNITY/S2-ADL3.test.csv,real,unsupervised,multivariate,34232.0,133.0,0.0266709511568123,2.0,330.0,456.0,583.0,18.0
OPPORTUNITY,S2-ADL4,,multivariate/OPPORTUNITY/S2-ADL4.test.csv,real,unsupervised,multivariate,32748.0,133.0,0.0225967998045682,2.0,263.0,370.0,477.0,18.0
OPPORTUNITY,S2-ADL5,,multivariate/OPPORTUNITY/S2-ADL5.test.csv,real,unsupervised,multivariate,31826.0,133.0,0.0363853453151511,2.0,447.0,579.0,711.0,18.0
OPPORTUNITY,S2-Drill,,multivariate/OPPORTUNITY/S2-Drill.test.csv,real,unsupervised,multivariate,53398.0,133.0,0.0,0.0,0.0,0.0,0.0,18.0
OPPORTUNITY,S3-ADL1,,multivariate/OPPORTUNITY/S3-ADL1.test.csv,real,unsupervised,multivariate,37223.0,133.0,0.0683448405555704,2.0,531.0,1272.0,2013.0,20.0
OPPORTUNITY,S3-ADL2,,multivariate/OPPORTUNITY/S3-ADL2.test.csv,real,unsupervised,multivariate,27825.0,133.0,0.0509973045822102,2.0,539.0,709.0,880.0,18.0
OPPORTUNITY,S3-ADL3,,multivariate/OPPORTUNITY/S3-ADL3.test.csv,real,unsupervised,multivariate,26717.0,133.0,0.0566680390762435,2.0,372.0,757.0,1142.0,18.0
OPPORTUNITY,S3-ADL4,,multivariate/OPPORTUNITY/S3-ADL4.test.csv,real,unsupervised,multivariate,27681.0,133.0,0.0780318630107293,2.0,449.0,1080.0,1711.0,18.0
OPPORTUNITY,S3-ADL5,,multivariate/OPPORTUNITY/S3-ADL5.test.csv,real,unsupervised,multivariate,26495.0,133.0,0.0565767125872806,2.0,438.0,749.0,1061.0,17.0
OPPORTUNITY,S3-Drill,,multivariate/OPPORTUNITY/S3-Drill.test.csv,real,unsupervised,multivariate,70928.0,133.0,0.0,0.0,0.0,0.0,0.0,19.0
OPPORTUNITY,S4-ADL1,,multivariate/OPPORTUNITY/S4-ADL1.test.csv,real,unsupervised,multivariate,41588.0,133.0,0.0385207271328267,2.0,690.0,801.0,912.0,17.0
OPPORTUNITY,S4-ADL2,,multivariate/OPPORTUNITY/S4-ADL2.test.csv,real,unsupervised,multivariate,27737.0,133.0,0.0316184158344449,2.0,217.0,438.0,660.0,18.0
OPPORTUNITY,S4-ADL3,,multivariate/OPPORTUNITY/S4-ADL3.test.csv,real,unsupervised,multivariate,25132.0,133.0,0.0442463791182556,2.0,345.0,556.0,767.0,18.0
OPPORTUNITY,S4-ADL4,,multivariate/OPPORTUNITY/S4-ADL4.test.csv,real,unsupervised,multivariate,22230.0,133.0,0.0354475933423301,2.0,356.0,394.0,432.0,18.0
OPPORTUNITY,S4-ADL5,,multivariate/OPPORTUNITY/S4-ADL5.test.csv,real,unsupervised,multivariate,30527.0,133.0,0.0304975922953451,2.0,451.0,465.0,480.0,18.0
OPPORTUNITY,S4-Drill,,multivariate/OPPORTUNITY/S4-Drill.test.csv,real,unsupervised,multivariate,45460.0,133.0,0.0,0.0,0.0,0.0,0.0,17.0
Occupancy,room-occupancy-0,multivariate/Occupancy/room-occupancy.train.csv,multivariate/Occupancy/room-occupancy-0.test.csv,real,supervised,multivariate,2665.0,5.0,0.3647279549718574,14.0,1.0,35.0,274.0,
Occupancy,room-occupancy-1,multivariate/Occupancy/room-occupancy.train.csv,multivariate/Occupancy/room-occupancy-1.test.csv,real,supervised,multivariate,9752.0,5.0,0.2101107465135356,25.0,1.0,35.0,284.0,13.0
SMD,machine-1-1,multivariate/SMD/machine-1-1.train.csv,multivariate/SMD/machine-1-1.test.csv,real,semi-supervised,multivariate,28479.0,38.0,0.0945960181186137,8.0,2.0,433.0,721.0,
SMD,machine-1-2,multivariate/SMD/machine-1-2.train.csv,multivariate/SMD/machine-1-2.test.csv,real,semi-supervised,multivariate,23694.0,38.0,0.0228749894488056,10.0,3.0,53.0,156.0,
SMD,machine-1-3,multivariate/SMD/machine-1-3.train.csv,multivariate/SMD/machine-1-3.test.csv,real,semi-supervised,multivariate,23703.0,38.0,0.0344682107750073,12.0,3.0,46.0,225.0,
SMD,machine-1-4,multivariate/SMD/machine-1-4.train.csv,multivariate/SMD/machine-1-4.test.csv,real,semi-supervised,multivariate,23707.0,38.0,0.030370776563884,12.0,3.0,43.0,205.0,
SMD,machine-1-5,multivariate/SMD/machine-1-5.train.csv,multivariate/SMD/machine-1-5.test.csv,real,semi-supervised,multivariate,23706.0,38.0,0.0042183413481818,7.0,4.0,11.0,31.0,
SMD,machine-1-6,multivariate/SMD/machine-1-6.train.csv,multivariate/SMD/machine-1-6.test.csv,real,semi-supervised,multivariate,23689.0,38.0,0.156528346489932,30.0,3.0,5.0,3161.0,
SMD,machine-1-7,multivariate/SMD/machine-1-7.train.csv,multivariate/SMD/machine-1-7.test.csv,real,semi-supervised,multivariate,23697.0,38.0,0.1011942439971304,13.0,3.0,26.0,1215.0,
SMD,machine-1-8,multivariate/SMD/machine-1-8.train.csv,multivariate/SMD/machine-1-8.test.csv,real,semi-supervised,multivariate,23699.0,38.0,0.0321954512848643,20.0,3.0,4.0,371.0,
SMD,machine-2-1,multivariate/SMD/machine-2-1.train.csv,multivariate/SMD/machine-2-1.test.csv,real,semi-supervised,multivariate,23694.0,38.0,0.0493795897695619,13.0,8.0,26.0,452.0,
SMD,machine-2-2,multivariate/SMD/machine-2-2.train.csv,multivariate/SMD/machine-2-2.test.csv,real,semi-supervised,multivariate,23700.0,38.0,0.1195358649789029,11.0,3.0,15.0,872.0,
SMD,machine-2-3,multivariate/SMD/machine-2-3.train.csv,multivariate/SMD/machine-2-3.test.csv,real,semi-supervised,multivariate,23689.0,38.0,0.0113554814470851,10.0,3.0,7.0,91.0,
SMD,machine-2-4,multivariate/SMD/machine-2-4.train.csv,multivariate/SMD/machine-2-4.test.csv,real,semi-supervised,multivariate,23689.0,38.0,0.0715099835366625,20.0,3.0,4.0,401.0,
SMD,machine-2-5,multivariate/SMD/machine-2-5.train.csv,multivariate/SMD/machine-2-5.test.csv,real,semi-supervised,multivariate,23689.0,38.0,0.0413694119633585,21.0,3.0,7.0,371.0,
SMD,machine-2-6,multivariate/SMD/machine-2-6.train.csv,multivariate/SMD/machine-2-6.test.csv,real,semi-supervised,multivariate,28743.0,38.0,0.0147514177364923,8.0,3.0,30.0,118.0,
SMD,machine-2-7,multivariate/SMD/machine-2-7.train.csv,multivariate/SMD/machine-2-7.test.csv,real,semi-supervised,multivariate,23696.0,38.0,0.0175979068197164,20.0,2.0,3.0,305.0,
SMD,machine-2-8,multivariate/SMD/machine-2-8.train.csv,multivariate/SMD/machine-2-8.test.csv,real,semi-supervised,multivariate,23703.0,38.0,0.0067923891490528,1.0,161.0,161.0,161.0,
SMD,machine-2-9,multivariate/SMD/machine-2-9.train.csv,multivariate/SMD/machine-2-9.test.csv,real,semi-supervised,multivariate,28722.0,38.0,0.0611029872571547,10.0,2.0,192.0,414.0,
SMD,machine-3-1,multivariate/SMD/machine-3-1.train.csv,multivariate/SMD/machine-3-1.test.csv,real,semi-supervised,multivariate,28700.0,38.0,0.0107317073170731,4.0,21.0,78.0,131.0,
SMD,machine-3-10,multivariate/SMD/machine-3-10.train.csv,multivariate/SMD/machine-3-10.test.csv,real,semi-supervised,multivariate,23693.0,38.0,0.0441902671675178,13.0,3.0,12.0,428.0,
SMD,machine-3-11,multivariate/SMD/machine-3-11.train.csv,multivariate/SMD/machine-3-11.test.csv,real,semi-supervised,multivariate,28696.0,38.0,0.0068999163646501,3.0,6.0,66.0,126.0,
SMD,machine-3-2,multivariate/SMD/machine-3-2.train.csv,multivariate/SMD/machine-3-2.test.csv,real,semi-supervised,multivariate,23703.0,38.0,0.0467873264987554,10.0,3.0,5.0,837.0,
SMD,machine-3-3,multivariate/SMD/machine-3-3.train.csv,multivariate/SMD/machine-3-3.test.csv,real,semi-supervised,multivariate,23703.0,38.0,0.0266632915664683,26.0,3.0,3.0,481.0,
SMD,machine-3-4,multivariate/SMD/machine-3-4.train.csv,multivariate/SMD/machine-3-4.test.csv,real,semi-supervised,multivariate,23687.0,38.0,0.0412462532190653,8.0,3.0,25.0,786.0,
SMD,machine-3-5,multivariate/SMD/machine-3-5.train.csv,multivariate/SMD/machine-3-5.test.csv,real,semi-supervised,multivariate,23691.0,38.0,0.0179815119665695,11.0,3.0,3.0,151.0,
SMD,machine-3-6,multivariate/SMD/machine-3-6.train.csv,multivariate/SMD/machine-3-6.test.csv,real,semi-supervised,multivariate,28726.0,38.0,0.0415651326324584,11.0,3.0,81.0,230.0,
SMD,machine-3-7,multivariate/SMD/machine-3-7.train.csv,multivariate/SMD/machine-3-7.test.csv,real,semi-supervised,multivariate,28705.0,38.0,0.0151193171921268,5.0,7.0,35.0,311.0,
SMD,machine-3-8,multivariate/SMD/machine-3-8.train.csv,multivariate/SMD/machine-3-8.test.csv,real,semi-supervised,multivariate,28704.0,38.0,0.0477633779264214,6.0,17.0,178.0,573.0,
SMD,machine-3-9,multivariate/SMD/machine-3-9.train.csv,multivariate/SMD/machine-3-9.test.csv,real,semi-supervised,multivariate,28713.0,38.0,0.010552711315432,4.0,31.0,73.0,126.0,
SSA,stb-10,,univariate/SSA/stb-10.test.csv,real,unsupervised,univariate,29518.0,1.0,0.2222034013144522,11.0,251.0,638.0,926.0,62.0
SSA,stb-11,,univariate/SSA/stb-11.test.csv,real,unsupervised,univariate,29517.0,1.0,0.213131415794288,10.0,251.0,684.0,926.0,13.0
SSA,stb-12,,univariate/SSA/stb-12.test.csv,real,unsupervised,univariate,29517.0,1.0,0.2324084425924043,12.0,251.0,572.0,926.0,5.0
SSA,stb-13,,univariate/SSA/stb-13.test.csv,real,unsupervised,univariate,29517.0,1.0,0.2378290476674459,13.0,160.0,506.0,926.0,17.0
SSA,stb-14,,univariate/SSA/stb-14.test.csv,real,unsupervised,univariate,29518.0,1.0,0.2378209905820177,13.0,160.0,506.0,926.0,8.0
SSA,stb-15,,univariate/SSA/stb-15.test.csv,real,unsupervised,univariate,30493.0,1.0,0.2801626602826878,15.0,95.0,695.0,926.0,33.0
SSA,stb-17,,univariate/SSA/stb-17.test.csv,real,unsupervised,univariate,25296.0,1.0,0.2386543327008222,11.0,146.0,544.0,926.0,17.0
SSA,stb-18,,univariate/SSA/stb-18.test.csv,real,unsupervised,univariate,25283.0,1.0,0.2212158367282363,9.0,122.0,803.0,926.0,77.0
